"Street","Description","Barangay","City","Province","Classification","Zonal Value"
"NEW SUBDIIVISION","LOW COST","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","7,500.00"
"CONDOMINIUM - HIGH END","","POBLACION PARDO","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"CONDOMINIUM - HIGH END","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","75,000.00"
"CONDOMINIUM - HIGH END","","POBLACION PARDO","CEBU SOUTH","CEBU","PARKING SLOT","45,000.00"
"CONDOMINIUM - LOW COST","","POBLACION PARDO","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","40,000.00"
"AYALA HEIGHTS-CEBU","","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","11,500.00"
"ROADS GOING TO AYALA HEIGHTS","","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","5,000.00"
"RURAL BARANGAY","","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"RURAL BARANGAY","","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","2,000.00"
"RURAL BARANGAY","","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","OTHER AGRICULTURAL LANDS","500.00"
"SUBURBAN AREAS WITH ROAD","","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","4,500.00"
"SUBURBAN AREAS WITH ROAD","","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","2,900.00"
"SUBURBAN AREAS WITH ROAD","","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","OTHER AGRICULTURAL LANDS","700.00"
"SUBURBAN AREAS WITHOUT ROAD","","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","2,200.00"
"SUBURBAN AREAS WITHOUT ROAD","","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","OTHER AGRICULTURAL LANDS","500.00"
"TRANSCENTRAL HIGHWAY","","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","3,500.00"
"TRANSCENTRAL HIGHWAY","","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","OTHER AGRICULTURAL LANDS","500.00"
"ALL NEW SUBDIVISION","1ST CLASS","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"ALL NEW SUBDIVISION","SOCIALIZED","PUN-OL SIBUGAY","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","3,700.00"
"BAYABAS EXT.","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"BUHISAN ROAD","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"BUHISAN ROAD","","PUNTA PRINCESA","CEBU SOUTH","CEBU","AGRICULTURAL","1,500.00"
"DON ATILLO PABLO ST.","","PUNTA PRINCESA","CEBU SOUTH","CEBU","R2","10,000.00"
"DON BOSCO STREET","F. LLAMAS-DON BOSCO","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"E. SABELLANO STREET","BOUNDARY OF BASAK SAN NICOLAS TO F. LLAMAS ST.","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"E. SABELLANO STREET","BOUNDARY OF BASAK SAN NICOLAS TO F. LLAMAS ST.","PUNTA PRINCESA","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","15,000.00"
"E. SABELLANO ST","QUIOT P-F LLAMAS","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,100.00"
"F. LLAMAS STREET","","PUNTA PRINCESA","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","15,000.00"
"F. LLAMAS ST","GANSIAN-BUHISAN RVR","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"F. LLAMAS ST","DON BOSCO - BUHISAN RIVER","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"F. PACANA ST","TRES DE ABRIL-BUHISAN RIVER","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,100.00"
"GANSIANG ST","AVOCADO-LIM CPD","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"NANGKA STREET","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"OLIVIA STREET","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"PAEZ, MAGNO STREET","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"SITIO MANGGAHAN","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"SITIO MANGGA ROAD","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"ST. BENEDICT STREET","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"ST. FRANCIS STREET","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"TRES DE ABRIL STREET","FROM SALVADOR TO P. PRINCESA","PUNTA PRINCESA","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","15,000.00"
"TRES DE ABRIL ST.","LLAMAS-BUHISAN RIVER","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"ALL OTHER STREETS","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"ALL OTHER STREETS","","PUNTA PRINCESA","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","10,300.00"
"ALL OTHER STREETS","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"ALL OTHER STREETS","INTERIOR","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","5,500.00"
"ALL OTHER STREETS","","PUNTA PRINCESA","CEBU SOUTH","CEBU","AGRICULTURAL","1,500.00"
"ATILLO SUB","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"ELVIRA CUI SUBD","TRES DE ABRIL-BUHISAN RIVER","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"BINONDO COMPOUND R","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"CLARITA VILLAGE","F LLAMAS ST","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"COUNTRY DRIVE","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"DONA MARIA VILLAGE","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"GOCHAN SUBD","BACK OF DON BOSCO","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"GUADALUPE VILLAGE I","F LLAMAS ST","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"GUADALUPE VILLAGE II","F LLAMAS ST","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"LOURDES VILLAGE","E. SABELLANO ST","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"MAJERO SUBD","3 DE ABRIL ST","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"PLEASANT HOMES SUBD","E. SABELLANA ST","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"SAN GERARDO SUBD.","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","95,000.00"
"SAN GERARDO SUBD.","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"TRES DE ABRIL VILLAGE","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"VICTOR VILLAGE","3 DE ABRIL-F PACANA","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"VILLA CRISTINA VILL","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"VILLAGONZALO CMPD.","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"ALL OTHER EXISITING SUBDIVISION","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,300.00"
"NEW SUBDIIVISION","FIRST CLASS","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"NEW SUBDIIVISION","LOW COST","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","7,500.00"
"CONDOMINIUM - HIGH END","","PUNTA PRINCESA","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"CONDOMINIUM - HIGH END","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","75,000.00"
"CONDOMINIUM - HIGH END","","PUNTA PRINCESA","CEBU SOUTH","CEBU","PARKING SLOT","45,000.00"
"CONDOMINIUM - LOW COST","","PUNTA PRINCESA","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","40,000.00"
"APO ST.","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,900.00"
"BAYANIHAN","N. BACALSO AVE.","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,300.00"
"BAYANIHAN","POTENCIANO-BAYANIHAN","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,900.00"
"E SABELLANO ST","KINSANG-AN TO PUNTA PRINS","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","11,400.00"
"GENES COMPOUND","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","19,100.00"
"GENES COMPOUND","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,500.00"
"N. BACALSO AVE.","POTENCIANO-BAYANIHAN","QUIOT PARDO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,100.00"
"USJR BACK","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"ALL OTHER STREETS","","QUIOT PARDO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","18,800.00"
"ALL OTHER STREETS","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,900.00"
"ALL OTHER STREETS","INTERIOR","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","7,100.00"
"BAYANIHAN VILLAGE","SUBDIVISION","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,500.00"
"DESANA HEIGTHS","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,500.00"
"GOCHAN SUBD II","E SABELLANO ST","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,500.00"
"GOCHAN","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,500.00"
"GRANDADA SUBD","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,500.00"
"GREENBELT","SUBDIVISION","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,500.00"
"HONEY VILLE SUBD","E SABELLANO ST","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,500.00"
"MOUNTAINVIEW SUBD","E SABELLANO ST","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,500.00"
"MURILLO VILLAGE","E SABELLANO ST","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,500.00"
"SAN ROQUE HOMES","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,500.00"
"SAN CARLOS HTS SUBD","","QUIOT PARDO","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","95,000.00"
"SAN CARLOS HTS SUBD","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,500.00"
"ALL OTHER EXISTING SUBDIVISIONS","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"NEW SUBDIIVISION","FIRST CLASS","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"NEW SUBDIIVISION","LOW COST","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","7,500.00"
"CONDOMINIUM - HIGH END","","QUIOT PARDO","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"CONDOMINIUM - HIGH END","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","75,000.00"
"CONDOMINIUM - HIGH END","","QUIOT PARDO","CEBU SOUTH","CEBU","PARKING SLOT","45,000.00"
"CONDOMINIUM - LOW COST","","QUIOT PARDO","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","40,000.00"
"ANTONIO ABAD TORMIS","","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","16,000.00"
"CABIGON ST.","","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"DROP INN STREET","","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"INT. B. RODRIGUEZ STREET","","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","17,000.00"
"J URGELLO PRIVATE ROAD","","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","16,000.00"
"MH AZNAR ROAD","","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,200.00"
"NATALIO BACALSO AVE","PANGANIBAN-L KILAT","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","34,100.00"
"NATALIO BACALSO AVE","GUAD RIVER-PANGANIBAN","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","24,500.00"
"P OSMENA BLVD","UY TENG SU-RR LANDON","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"P OSMENA BLVD","UY TENG SU-RR LANDON","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","55,000.00"
"P OSMENA BLVD","RR LANDON-PD ROSARIO","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","49,500.00"
"P DEL ROSARIO EXT","OSMENA-LEON KILAT","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","44,000.00"
"P DEL ROSARIO EXT","L KILAT-URGELLO RD","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","24,500.00"
"P DEL ROSARIO EXT","URGELLO RD-GUAD","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","19,500.00"
"RR LANDON EXT","","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","18,500.00"
"SPONGKLONG ST.","","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"UY TENG SU ST","INTERIOR","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","18,500.00"
"UY TENG SU ST","PARALLEL- ROSARIO","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","18,500.00"
"ALL OTHER STREETS","","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"ALL OTHER STREETS","","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","14,000.00"
"ALL OTHER STREETS","INTERIOR","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"ALL EXISTING SUBDIVISIONS","","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"NEW SUBDIIVISION","FIRST CLASS","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"NEW SUBDIIVISION","LOW COST","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","7,500.00"
"CONDOMINIUM -HIGH END","","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"CONDOMINIUM -HIGH END","","SAMBAG I","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","92,200.00"
"CONDOMINIUM -HIGH END","","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","75,000.00"
"CONDOMINIUM -HIGH END","","SAMBAG I","CEBU SOUTH","CEBU","PARKING SLOT","45,000.00"
"CONDOMINIUM - LOW COST","","SAMBAG I","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","40,000.00"
"A. TORMIS EXTENSION","","SAMBAG II","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"ASCENSION ST.","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","22,500.00"
"ASSUMPTION ST","","SAMBAG II","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","22,500.00"
"AZNAR ROAD","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","32,500.00"
"B RODRIGUEZ ST","RIDRIGUEZ-WALINGWALING","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","36,500.00"
"B RODRIGUEZ ST","WALINGWALING-OSMENA","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","34,600.00"
"B. RODRIGUEZ EXT.","B. RODRIGUEZ","SAMBAG II","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"ENCARNACION","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","32,500.00"
"FUENTE OSMENA RTDA","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","92,200.00"
"J URGELLO PRIVATE ROAD","OSMENA BLVD","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","24,500.00"
"JONES AVENUE/","OSMEÑA BLVD","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","55,000.00"
"M. OYSON ST.  TAMBIS CIRCLE)","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","33,500.00"
"M.H AZNAR ROAD","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","33,500.00"
"P. DEL ROSARIO EXTENSION","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"P. DEL ROSARIO EXTENSION","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","29,000.00"
"UY TENG SU ST","OSMENA-J URGELLO","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","24,000.00"
"V URGELLO ROAD","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","22,000.00"
"VISITACION ST","OSMEÑA","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","20,000.00"
"1ST STREET","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","31,500.00"
"2ND STREET","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","47,000.00"
"3RD STREET","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","27,200.00"
"ALL OTHER STREETS","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","20,000.00"
"ALL OTHER STREETS","","SAMBAG II","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","12,000.00"
"ALL OTHER STREETS","INTERIOR","SAMBAG II","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","10,000.00"
"ESPINA VILLAGE","","SAMBAG II","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","25,000.00"
"ZARATAN SUBD. ROAD ISKP","","SAMBAG II","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"ALL OTHER EXISTING SUBDIVISIONS","","SAMBAG II","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"NEW SUBDIIVISION","FIRST CLASS","SAMBAG II","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"NEW SUBDIIVISION","LOW COST","SAMBAG II","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","7,500.00"
"CONDOMINIUM - HIGH END","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"CONDOMINIUM - HIGH END","","SAMBAG II","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","75,000.00"
"CONDOMINIUM - HIGH END","","SAMBAG II","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","75,000.00"
"CONDOMINIUM - HIGH END","","SAMBAG II","CEBU SOUTH","CEBU","PARKING SLOT","45,000.00"
"CONDOMINIUM - LOW COST","","SAMBAG II","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","40,000.00"
"ABELLANA, ELENO V. STREET","","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"ABELLANA, ELENO V. STREET","","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"B ARANAS ST","CARLOCK-LAKANDULA","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"B ARANAS ST","T ABELLA-LAKANDULA","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"C PADILLA ST","CARLOCK-LAKANDULA","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"C PADILLA ST","T ABELLA-LAKANDULA","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"CARLOCK ST","TRES DE ABRIL-C PADILLA","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"FIGUEROA ST","B ARANAS-C PADILLA","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"J M BASA ST","V RAMA-TUPAS","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"KATIPUNAN ST.","","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"LAKANDULA ST","TRES DE ABRIL-TUPAS","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"N BACALSO","TRES DE ABRIL-GUAD RIVER","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","21,700.00"
"TOMAS ABELLA ST.","C PADILLA-TUPAZ","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"TOMAS ABELLA ST.","TRES DE ABRIL-C PADILLA","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","95,000.00"
"TOMAS ABELLA ST.","TRES DE ABRIL-C PADILLA","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"TRES DE ABRIL ST","LAKANDULA","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"TUPAS STREET","","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"V RAMA AVENUE","R AVE- B ARANAS","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"ALL OTHER STREETS","","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL REGULAR","17,500.00"
"ALL OTHER STREETS","","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"ALL OTHER STREETS","INTERIOR","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","13,000.00"
"NEW SUBDIIVISION","FIRST CLASS","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,000.00"
"NEW SUBDIIVISION","LOW COST","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","7,500.00"
"CONDOMINIUM - HIGH END","","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","COMMERCIAL CONDOMINIUM","95,000.00"
"CONDOMINIUM - HIGH END","","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","75,000.00"
"CONDOMINIUM - HIGH END","","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","PARKING SLOT","45,000.00"
"CONDOMINIUM - LOW COST","","SAN NICOLAS PROPER","CEBU SOUTH","CEBU","RESIDENTIAL CONDOMINIUM","40,000.00"
"H. LABRA ST. (MAINROAD)","","SAPANGDAKU","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","2,200.00"
"ROAD TO  SITIO NAPO","","SAPANGDAKU","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","2,200.00"
"SUBURBAN AREA WITH ROAD","","SAPANGDAKU","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","2,200.00"
"SUBURBAN AREA WITH ROAD","","SAPANGDAKU","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","15,300.00"
"SUBURBAN AREA WITH ROAD","","SAPANGDAKU","CEBU SOUTH","CEBU","OTHER AGRICULTURAL LANDS","500.00"
"SUBURBAN AREA WITHOUT ROAD","","SAPANGDAKU","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","1,000.00"
"SUBURBAN AREA WITHOUT ROAD","","SAPANGDAKU","CEBU SOUTH","CEBU","OTHER AGRICULTURAL LANDS","500.00"
"RURAL AREAS","","SAPANGDAKU","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","1,000.00"
"RURAL AREAS","","SAPANGDAKU","CEBU SOUTH","CEBU","OTHER AGRICULTURAL LANDS","500.00"
"GARDEN GROOVE SUBD.","","SAPANGDAKU","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"GREEN VIEW HOMES","","SAPANGDAKU","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"HILLSIDE SUBD.","","SAPANGDAKU","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"ST. MARTIN HEIGHTS SUBD.","","SAPANGDAKU","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"ALL OTHER EXISTING SUBDIVISIONS","","SAPANGDAKU","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
"NEW SUBDIVISION","FIRST CLASS SUBD","SAPANGDAKU","CEBU SOUTH","CEBU","RESIDENTIAL REGULAR","8,000.00"
